issue_number,title,url,priority,clusters,comments_count,linked_prs,work_area,evidence,wiki_page
28307,[Bug]: `repetition_penalty` leads to engine failure when using vllm serve...,https://github.com/vllm-project/vllm/issues/28307,22,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,14,,attention_kv_cache;ci_build;frontend_api;model_support;quantization;sampling_logits;scheduler_memory,"scheduler_memory ns/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0% (APIServer pid=1) INFO 11-07 08:50:33 [logger.py:40] Received request cmpl-eec06620e5f2657552ee4e74c78b765c-0: prompt: None,... [Bug]: `repetition_p...",cases/28xxx/28307-bug-repetition-penalty-leads-to-engine-failure-when-using-vllm-serve.md
29541,[CI Failure]: mi325_1: Entrypoints Integration Test (API Server 1),https://github.com/vllm-project/vllm/issues/29541,22,verification_contract,20,,ci_build;frontend_api;model_support;multimodal_vlm,"nfiguration: Stateless endpoint validation with generated test cases Likely cause: Schema mismatch between OpenAPI spec and actual tokenize endpoint behavior, possibly incorrect request/response format or missing field validation **test_mcp_tool_env_flag_enab...",cases/29xxx/29541-ci-failure-mi325-1-entrypoints-integration-test-api-server-1.md
30498,[Bug]: GPT-OSS-120B returns null content when hitting max_tokens without --enforce-eager,https://github.com/vllm-project/vllm/issues/30498,22,batch_invariance;kernel_autotune_reduction;verification_contract,6,#30650,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;sampling_logits;speculative_decoding,"eculative_decoding kens server-side and returning HTTP 200 OK. **Key characteristics:** - Non-deterministic initially: First 1-2 requests may succeed, then subsequent requests fail - Becomes deterministic: After warm-up, fails consistentl... [Bug]: GPT-OSS-12...",cases/30xxx/30498-bug-gpt-oss-120b-returns-null-content-when-hitting-max-tokens-without-.md
37602,[Bug]: Qwen3.5-122B-A10B-FP8 EngineCore crash on concurrent image requests,https://github.com/vllm-project/vllm/issues/37602,22,prefix_cache_equivalence;batch_invariance;kv_identity_concurrency;quant_dtype_semantics;backend_specific_drift,2,#35219,attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;model_support;multimodal_vlm;quantization;scheduler_memory,"scheduler_memory lthy) ``` Running: 100 reqs, Waiting: 1 req GPU KV cache usage: 14.2% MM cache hit rate: 100.0% Avg prompt throughput: 2001.2 tokens/s Avg generation throughput: 1918.4 tokens/s ``` ~19 minutes before fatal crash, a rec... [Bug]: Qwen3.5-122B...",cases/37xxx/37602-bug-qwen3-5-122b-a10b-fp8-enginecore-crash-on-concurrent-image-request.md
37856,[Bug]: Shared Expert output is incorrect under Sequence Parallel MoE (EP + TP > 1 + DP > 1) for Qwen3.5 MoE models,https://github.com/vllm-project/vllm/issues/37856,22,kernel_autotune_reduction;quant_dtype_semantics;verification_contract,4,#41763,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;moe;sampling_logits;speculative_decoding,ulative_decoding ogits;speculative_decoding cuda;moe;operator;sampling;triton build_error;mismatch;nan_inf env_dependency #41763 Fix EP precision for Qwen3 MoE shared expert under sequence-parallel MoE Your current environment [Bug]: Shared Expert output is i...,cases/37xxx/37856-bug-shared-expert-output-is-incorrect-under-sequence-parallel-moe-ep-t.md
38107,"[Bug]: Abnormally bad performance on AMD ROCM gfx1030 (W6800, V620, 6900XT 6800XT)",https://github.com/vllm-project/vllm/issues/38107,22,prefix_cache_equivalence;batch_invariance;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,4,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;moe;quantization;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding ns/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0% (APIServer pid=19930) INFO 03-25 05:13:45 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation th... [Bug]: Abnormally b...",cases/38xxx/38107-bug-abnormally-bad-performance-on-amd-rocm-gfx1030-w6800-v620-6900xt-6.md
38551,[Bug]: AssertionError: Encoder cache miss crashes engine with MTP + multimodal under high concurrency,https://github.com/vllm-project/vllm/issues/38551,22,prefix_cache_equivalence;batch_invariance;quant_dtype_semantics;verification_contract,12,#39544,frontend_api;model_support;multimodal_vlm;quantization;scheduler_memory;speculative_decoding,[Bug]: AssertionError: Encoder cache miss crashes engine with MTP + multimodal under high concurrency frontend_api;model_support;multimodal_vlm;quantization;scheduler_memory;speculative_decoding [Bug]: AssertionError: Encoder cache miss crashes engine with MT...,cases/38xxx/38551-bug-assertionerror-encoder-cache-miss-crashes-engine-with-mtp-multimod.md
38660,[Bug]: CUDA assert in triton attention for MolmoWeb models (Molmo2 architecture with different max_position_embeddings),https://github.com/vllm-project/vllm/issues/38660,22,kernel_autotune_reduction;quant_dtype_semantics;verification_contract;backend_specific_drift,4,#42161;#42162;#42163,attention_kv_cache;ci_build;frontend_api;model_support;multimodal_vlm;sampling_logits,"cribe this image."", ""multi_modal_data"": {""image"": image}}, sampling_params=SamplingParams(temperature=0.0, max_tokens=64), ) print(outputs[0].outputs[0].text) # Works fine # This CRASHES: llm2 = LLM(model=""allenai/MolmoWeb-8B"", trust_remote_code=True, max_mod...",cases/38xxx/38660-bug-cuda-assert-in-triton-attention-for-molmoweb-models-molmo2-archite.md
38892,[Bug]: matmul_batch_invariant does not handle all torch.matmul dimension combinations (4D x 3D for gemma4-E2B),https://github.com/vllm-project/vllm/issues/38892,22,batch_invariance;kernel_autotune_reduction;verification_contract,4,#39909,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;quantization;sampling_logits;speculative_decoding,ulative_decoding ding cuda;gemm;operator;quantization;sampling;triton build_error;nan_inf;nondeterministic env_dependency;shape #39909 Added general ND x ND matmul and unit test for it Your current environment [Bug]: matmul_batch_invariant does not handle all...,cases/38xxx/38892-bug-matmul-batch-invariant-does-not-handle-all-torch-matmul-dimension-.md
40896,[Bug]:  vLLM v1 with prefix caching: first request differs from subsequent identical requests at temperature=0,https://github.com/vllm-project/vllm/issues/40896,22,prefix_cache_equivalence;batch_invariance;verification_contract,7,,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;sampling_logits,vLLM v1 with prefix caching: first request differs from subsequent identical requests at temperature=0 ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;sampling_logits abling prefix caching with `--no-enable-prefix-caching...,cases/40xxx/40896-bug-vllm-v1-with-prefix-caching-first-request-differs-from-subsequent-.md
42317,[Bug]: Prefix cache align-mode has a 0% cache hit rate for Qwen3.6-35B-A3B,https://github.com/vllm-project/vllm/issues/42317,22,prefix_cache_equivalence;batch_invariance;kernel_autotune_reduction;verification_contract;backend_specific_drift,13,,ci_build;distributed_parallel;hardware_porting;model_support;scheduler_memory,[Bug]: Prefix cache align-mode has a 0% cache hit rate for Qwen3.6-35B-A3B ci_build;distributed_parallel;hardware_porting;model_support;scheduler_memory [Bug]: Prefix cache align-mode has a 0% cache hit rate for Qwen3.6-35B-A3B bug ### Your current environmen...,cases/42xxx/42317-bug-prefix-cache-align-mode-has-a-0-cache-hit-rate-for-qwen3-6-35b-a3b.md
42684,[Bug]: native Triton top-k/top-p kernel assumes contiguous logits,https://github.com/vllm-project/vllm/issues/42684,22,kernel_autotune_reduction;quant_dtype_semantics;verification_contract;backend_specific_drift,3,#42739,frontend_api;model_support;sampling_logits,"st()) print(""contiguous finite/row:"", torch.isfinite(contig_out).sum(-1).tolist()) assert torch.equal(torch.isfinite(noncontig_out), torch.isfinite(contig_out)), \ ""FAIL: non-contiguous Triton output differs from contiguous Triton."" print(""PASS"") ``` ### Obse...",cases/42xxx/42684-bug-native-triton-top-k-top-p-kernel-assumes-contiguous-logits.md
3914,[Bug]: enable_prefix_caching does not work with prompt_logprobs,https://github.com/vllm-project/vllm/issues/3914,21,kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract,10,,ci_build;hardware_porting;model_support;sampling_logits;speculative_decoding,"efix_caching_will_be_used + ""Hello, my name is Babel"", ] sampling_params = SamplingParams(temperature=0.8, top_p=0.95, prompt_logprobs=1, max_tokens=1) llm = LLM(model=""facebook/opt-125m"", enable_prefix_caching=True) for prompt in prompts: llm.generate([promp...",cases/03xxx/3914-bug-enable-prefix-caching-does-not-work-with-prompt-logprobs.md
4091,[Bug]: Concurrent requests are non-deterministic,https://github.com/vllm-project/vllm/issues/4091,21,batch_invariance;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract,2,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding,[Bug]: Concurrent requests are non-deterministic ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding [Bug]: Concurrent requests are non-deterministic bug;stale ### Your current environment ```text NB:...,cases/04xxx/4091-bug-concurrent-requests-are-non-deterministic.md
6682,[Bug]: CUDA OOM error when loading another model after exiting the first one.,https://github.com/vllm-project/vllm/issues/6682,21,kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;backend_specific_drift,6,,activation_norm;attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;quantization;sampling_logits;speculative_decoding,ulative_decoding n;attention;cuda;operator;quantization;sampling;triton build_error;crash;mismatch;nan_inf;oom dtype;env_dependency Your current environment [Bug]: CUDA OOM error when loading another model after exiting the first one. ### Your current environ...,cases/06xxx/6682-bug-cuda-oom-error-when-loading-another-model-after-exiting-the-first-.md
9283,[Bug]: Simultaneous mm calls lead to permanently degraded performance.,https://github.com/vllm-project/vllm/issues/9283,21,quant_dtype_semantics;verification_contract,21,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;moe;multimodal_vlm;quantization;sampling_logits;speculative_decoding,"e: chat = ChatOpenAI(model=""hello"", base_url=""http://localhost:8000/v1"", api_key=""EMPTY"", temperature=0.0) prompt_template = ChatPromptTemplate.from_messages([ SystemMessage(content=""You are an expert long format writer.""), ( ""user"", [ { ""type"": ""image_url"",...",cases/09xxx/9283-bug-simultaneous-mm-calls-lead-to-permanently-degraded-performance.md
12580,[Bug][TPU]: Non-deterministic behaviour,https://github.com/vllm-project/vllm/issues/12580,21,verification_contract;backend_specific_drift,6,,ci_build;distributed_parallel;hardware_porting;model_support;sampling_logits;speculative_decoding,[Bug][TPU]: Non-deterministic behaviour ci_build;distributed_parallel;hardware_porting;model_support;sampling_logits;speculative_decoding [Bug][TPU]: Non-deterministic behaviour bug;tpu ### Your current environment ### Model Input Dumps _No response_ ### 🐛 De...,cases/12xxx/12580-bug-tpu-non-deterministic-behaviour.md
16656,[Bug]: Main branch code reasoning reports an error in h100 inference,https://github.com/vllm-project/vllm/issues/16656,21,prefix_cache_equivalence;kernel_autotune_reduction;kv_identity_concurrency;verification_contract;backend_specific_drift,4,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;model_support;sampling_logits;scheduler_memory,"scheduler_memory ns/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0% INFO 04-15 10:02:34 [loggers.py:87] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s,... [Bug]: Main branch...",cases/16xxx/16656-bug-main-branch-code-reasoning-reports-an-error-in-h100-inference.md
17954,[Bug]: prefix caching doesn't work on CPU vLLM,https://github.com/vllm-project/vllm/issues/17954,21,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,3,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;sampling_logits;scheduler_memory,"scheduler_memory g to the logs, it appears that the prefix caching does not work. `Prefix cache hit rate: GPU: 0.00%, CPU: 0.00%`. ```bash (vllm-cpu) root@demo:~/vllm_source# vllm serve Qwen/Qwen2.5-1.5B-Instruct --enable-prefix-caching... [Bug]: prefix cachi...",cases/17xxx/17954-bug-prefix-caching-doesn-t-work-on-cpu-vllm.md
18489,[Bug]: SharedStorageConnector does not load KV cache,https://github.com/vllm-project/vllm/issues/18489,21,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,9,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;moe;quantization;sampling_logits;scheduler_memory;speculative_decoding,"culative_decoding /s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 19.2%, Prefix cache hit rate: 0.0% INFO: 172.17.0.1:51484 - ""GET /me [Bug]: SharedStorageConnector does not load KV cache ### Your current environment ### 🐛 Describe the bug We are cu...",cases/18xxx/18489-bug-sharedstorageconnector-does-not-load-kv-cache.md
18993,[Bug]: V100能启动Qwen3-4B，但无法对其进行调用，一旦调用，vllm服务会直接停掉,https://github.com/vllm-project/vllm/issues/18993,21,kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,5,,activation_norm;attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;moe;quantization;sampling_logits;scheduler_memory;speculative_decoding,"SamplingParams(n=1, presence_penalty=0.0, frequency_penalty=0.0, repetition_penalty=1.0, temperature=0.6, top_p=0.95, top_k=20, min_p=0.0, seed=None, stop=[], stop_token_ids=[], bad_words=[], include_stop_str_in_output=False, ignore_eos=False, max_tokens=512,...",cases/18xxx/18993-bug-v100-qwen3-4b-vllm.md
22821,[Bug]: RuntimeError bug with GLM-4.5V-FP8 on A800,https://github.com/vllm-project/vllm/issues/22821,21,quant_dtype_semantics;verification_contract;backend_specific_drift,9,,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;multimodal_vlm;quantization;sampling_logits;speculative_decoding,"s"", ""The capital of France is"", ""The future of AI is"", ] sampling_params = SamplingParams(temperature=0.0, top_p=0.95) llm = vllm.LLM( MODEL_PATH, enforce_eager=True, trust_remote_code=True, tensor_parallel_size=2, ) outputs = llm.generate(prompts, sampling_p...",cases/22xxx/22821-bug-runtimeerror-bug-with-glm-4-5v-fp8-on-a800.md
